Dystans (m),WysokoϾ (m)
1949.0898901482394,862.031982421875
1959.5688680522624,862.1131591796875
1970.047845956285,863.4149169921875
1980.5268238603078,866.4247436523438
1991.0058017643307,869.253662109375
2001.4847796683534,871.9390869140625
2011.9637575723764,875.8529052734375
2022.442735476399,880.5590209960938
2032.9217133804218,884.6173095703125
2043.4006912844447,888.2947387695312
2053.8796691884672,891.8660278320312
2064.35864709249,895.5157470703125
2074.837624996513,899.7536010742188
2085.3166029005356,903.2111206054688
2095.7955808045585,905.2568359375
2106.2745587085815,909.1168823242188
2116.7535366126044,921.0577392578125
2127.232514516627,940.2487182617188
2137.71149242065,961.071533203125
2148.190470324673,984.7203979492188
2158.6694482286953,1008.082641601562
2169.148426132718,1023.054260253906
2179.627404036741,1029.835571289062
2190.1063819407636,1028.015258789062
2200.5853598447866,1024.919311523438
2211.0643377488095,1022.578491210938
2221.543315652832,1020.537536621094
2232.022293556855,1020.904724121094
2242.501271460878,1026.082641601562
2252.9802493649004,1035.7158203125
2263.4592272689233,1044.759643554688
2273.9382051729463,1050.11181640625
2284.4171830769687,1053.452026367188
2294.8961609809917,1057.857421875
2305.3751388850146,1063.129272460938
2315.854116789037,1071.7197265625
2326.33309469306,1081.39453125
2336.812072597083,1094.232421875
2347.2910505011055,1125.952758789062
2357.7700284051284,1170.640991210938
2368.2490063091514,1214.336181640625
2378.727984213174,1239.63232421875
2389.206962117197,1251.324340820312
2399.6859400212197,1257.055786132812
2410.164917925242,1261.873046875
2420.643895829265,1266.6640625
2431.122873733288,1271.969360351562
2441.6018516373106,1278.678100585938
2452.0808295413335,1287.939331054688
2462.5598074453565,1312.71826171875
2473.038785349379,1378.931396484375
2483.517763253402,1430.200805664062
2493.996741157425,1434.341674804688
2504.4757190614478,1436.344848632812
2514.9546969654702,1438.318115234375
2525.433674869493,1439.2490234375
2535.912652773516,1438.87109375
2546.3916306775386,1436.962036132812
2556.8706085815616,1433.865966796875
2567.3495864855845,1430.429077148438
2577.828564389607,1427.225341796875
2588.30754229363,1424.300537109375
2598.786520197653,1421.016845703125
2609.2654981016753,1417.565307617188
2619.7444760056983,1415.31787109375
2630.2234539097212,1414.103759765625
2640.7024318137437,1412.751831054688
2651.1814097177667,1411.557250976562
2661.6603876217896,1410.599975585938
2672.139365525812,1409.349487304688
2682.618343429835,1408.398559570312
2693.097321333858,1407.2470703125
2703.5762992378804,1406.61962890625
2714.0552771419034,1406.871337890625
2724.5342550459263,1408.344604492188
2735.013232949949,1409.359497070312
2745.4922108539718,1410.148315429688
2755.9711887579947,1411.552978515625
2766.450166662017,1412.119995117188
2776.92914456604,1412.08154296875
2787.408122470063,1411.4404296875
2797.8871003740855,1410.09814453125
2808.3660782781085,1408.220703125
2818.8450561821314,1405.168090820312
2829.324034086154,1404.13525390625
2839.803011990177,1403.594116210938
2850.2819898942,1402.757202148438
2860.7609677982223,1401.815795898438
2871.239945702245,1400.118774414062
2881.718923606268,1398.257568359375
2892.197901510291,1397.4970703125
2902.6768794143136,1396.181030273438
2913.1558573183365,1395.4384765625
2923.6348352223595,1395.854736328125
2934.113813126382,1397.360961914062
2944.592791030405,1398.9404296875
2955.071768934428,1400.27783203125
2965.5507468384503,1402.889038085938
2976.0297247424733,1404.300170898438
2986.508702646496,1404.426391601562
2996.9876805505187,1403.682373046875
3007.4666584545416,1402.437377929688
3017.9456363585646,1400.48974609375
3028.424614262587,1397.768798828125
3038.90359216661,1396.014526367188
3049.382570070633,1395.271118164062
3059.8615479746554,1394.565063476562
3070.3405258786784,1394.275146484375
3080.8195037827013,1393.97607421875
3091.298481686724,1393.8466796875
3101.7774595907467,1394.063232421875
3112.2564374947697,1395.3193359375
3122.735415398792,1397.192138671875
3133.214393302815,1398.60791015625
3143.693371206838,1398.79296875
3154.1723491108605,1397.700927734375
3164.6513270148835,1396.04443359375
3175.1303049189064,1394.112182617188
3185.609282822929,1391.244995117188
3196.088260726952,1387.822631835938
3206.5672386309748,1383.790649414062
3217.0462165349973,1379.51123046875
3227.52519443902,1375.430419921875
3238.004172343043,1372.130615234375
3248.4831502470656,1369.06494140625
3258.9621281510886,1366.39404296875
3269.4411060551115,1363.77734375
3279.9200839591344,1360.664306640625
3290.399061863157,1357.118041992188
3300.87803976718,1353.199340820312
3311.357017671203,1349.184814453125
3321.8359955752253,1344.381591796875
3332.3149734792482,1339.556762695312
3342.793951383271,1336.009033203125
3353.2729292872937,1332.90771484375
3363.7519071913166,1329.0224609375
3374.2308850953395,1324.8232421875
3384.709862999362,1320.723510742188
3395.188840903385,1313.853515625
3405.667818807408,1300.827514648438
3416.1467967114304,1285.601318359375
3426.6257746154533,1275.551025390625
3437.1047525194763,1269.881591796875
3447.5837304234988,1264.7021484375
3458.0627083275217,1259.384155273438
3468.5416862315446,1253.746337890625
3479.020664135567,1248.218994140625
3489.49964203959,1243.10009765625
3499.978619943613,1238.109741210938
3510.4575978476355,1233.376342773438
3520.9365757516584,1229.1298828125
3531.4155536556814,1225.399169921875
3541.894531559704,1221.147338867188
3552.373509463727,1213.386596679688
3562.8524873677497,1196.7841796875
3573.3314652717722,1163.827270507812
3583.810443175795,1129.310180664062
3594.289421079818,1096.364501953125
3604.7683989838406,1075.869750976562
3615.2473768878635,1064.312744140625
3625.7263547918865,1049.113647460938
3636.205332695909,1029.07861328125
3646.684310599932,1014.993774414062
3657.163288503955,1005.319213867188
3667.642266407978,992.6859130859375
3678.1212443120003,973.2908325195312
3688.600222216023,948.9451904296875
3699.079200120046,926.8567504882812
3709.5581780240686,910.695556640625
3720.0371559280916,900.6024780273438
3730.5161338321145,891.7351684570312
3740.995111736137,883.3145141601562
3751.47408964016,876.255615234375
3761.953067544183,869.0582885742188
3772.4320454482054,851.9526977539062
3782.9110233522283,843.6685791015625
3793.3900012562513,836.0775146484375
3803.8689791602737,829.2183837890625
3814.3479570642967,823.0811767578125
3824.8269349683196,818.783203125
3835.305912872342,814.0582885742188
3845.784890776365,809.112548828125
3856.263868680388,804.7288208007812
3866.7428465844105,800.4524536132812
3877.2218244884334,795.8615112304688
3887.7008023924564,792.5467529296875
3898.179780296479,790.6842651367188
3908.658758200502,786.9791259765625
3919.1377361045247,783.3316650390625
3929.616714008547,779.6566772460938
3940.09569191257,774.9451293945312
3950.574669816593,770.1993408203125
3961.0536477206156,765.7791137695312
3971.5326256246385,761.5381469726562
3982.0116035286615,757.7281494140625
3992.490581432684,753.7677612304688
4002.969559336707,749.16162109375
4013.44853724073,744.8313598632812
4023.9275151447528,741.373779296875
4034.4064930487752,737.5786743164062
4044.885470952798,732.6361083984375
4055.364448856821,728.35400390625
4065.8434267608436,725.6508178710938
4076.3224046648666,723.9627075195312
4086.8013825688895,723.2304077148438
4097.280360472912,721.6023559570312
4107.7593383769345,718.5040893554688
4118.238316280957,714.6671142578125
4128.71729418498,712.457275390625
4139.196272089003,710.29541015625
4149.675249993026,708.3284912109375
4160.154227897049,706.8005981445312
4170.633205801071,704.8695068359375
4181.112183705094,702.9063110351562
4191.591161609117,700.66552734375
4202.07013951314,697.6367797851562
4212.549117417163,696.6539916992188
4223.028095321186,693.0382690429688
4233.507073225209,688.4428100585938
4243.986051129231,682.4844360351562
4254.465029033254,673.1710815429688
4264.944006937277,660.2555541992188
4275.4229848413,645.508544921875
4285.901962745323,645.13232421875
4296.380940649346,645.1340942382812
4306.859918553368,645.1340942382812
4317.338896457391,645.1340942382812
4327.8178743614135,645.1340942382812
4338.296852265436,645.1340942382812
4348.775830169459,645.0469360351562
4359.254808073482,645.10693359375
4369.733785977504,646.2192993164062
4380.212763881527,646.9757690429688
4390.69174178555,650.6602783203125
4401.170719689573,658.7925415039062
4411.649697593596,666.7863159179688
4422.128675497619,680.9951782226562
4432.607653401641,689.8095703125
4443.086631305664,699.028564453125
4453.565609209687,707.4178466796875
4464.04458711371,716.5247802734375
4474.523565017733,727.2025146484375
4485.002542921756,751.6553344726562
4495.481520825778,763.4729614257812
4505.960498729801,774.7905883789062
4516.439476633824,793.4922485351562
4526.918454537847,814.7488403320312
4537.39743244187,826.3236083984375
4547.8764103458925,831.7781372070312
4558.3553882499145,834.0604248046875
4568.8343661539375,835.94189453125
4579.31334405796,838.5042724609375
4589.792321961983,841.2577514648438
4600.271299866006,843.660400390625
4610.750277770029,845.0301513671875
4621.229255674052,845.5245361328125
4631.708233578074,845.6654052734375
4642.187211482097,846.0133056640625
4652.66618938612,847.2296752929688
4663.145167290143,849.1522827148438
4673.624145194166,851.8627319335938
4684.103123098189,854.68505859375
4694.582101002211,857.1090087890625
4705.061078906234,858.971435546875
4715.540056810257,860.4594116210938
4726.01903471428,862.0228881835938
4736.498012618303,863.3378295898438
4746.976990522326,860.0365600585938
4757.455968426348,859.8800048828125
4767.934946330371,860.845947265625
4778.413924234394,862.2802124023438
4788.8929021384165,863.1508178710938
4799.371880042439,862.9395141601562
4809.850857946462,863.1236572265625
4820.329835850484,863.345458984375
4830.808813754507,864.4609985351562
4841.28779165853,864.7879638671875
4851.766769562553,865.1766357421875
4862.245747466576,865.27197265625
4872.724725370599,865.4603881835938
4883.203703274621,867.3812255859375
4893.682681178644,872.2243041992188
4904.161659082667,879.0726928710938
4914.64063698669,885.1813354492188
4925.119614890713,891.8511352539062
4935.598592794736,899.3543701171875
4946.077570698758,906.0474853515625
4956.556548602781,912.47119140625
4967.035526506804,919.1227416992188
4977.514504410827,925.4948120117188
4987.99348231485,930.6686401367188
4998.472460218873,934.7732543945312
5008.9514381228955,938.5762329101562
5019.430416026918,943.2650756835938
5029.9093939309405,949.1801147460938
5040.388371834963,954.6598510742188
5050.867349738986,960.0096435546875
5061.346327643009,967.2733764648438
5071.825305547032,974.1058959960938
5082.304283451054,980.971435546875
5092.783261355077,985.9678344726562
5103.2622392591,989.2725830078125
5113.741217163123,994.2756958007812
5124.220195067146,1003.22412109375
5134.699172971169,1018.795471191406
5145.178150875191,1039.514892578125
5155.657128779214,1094.54833984375
5166.136106683237,1150.378540039062
5176.61508458726,1166.184814453125
5187.094062491283,1184.323486328125
5197.573040395306,1203.351928710938
5208.052018299328,1215.309814453125
5218.530996203351,1220.904907226562
5229.009974107374,1225.663208007812
5239.488952011397,1230.328735351562
5249.9679299154195,1236.084228515625
5260.4469078194425,1242.752685546875
5270.9258857234645,1249.097045898438
5281.404863627487,1256.471557617188
5291.88384153151,1266.683837890625
5302.362819435533,1275.7783203125
5312.841797339556,1285.185546875
5323.320775243579,1299.031494140625
5333.799753147601,1308.117797851562
5344.278731051624,1312.586059570312
5354.757708955647,1316.131469726562
