0;3,2257080078125;520,282592773438
4,85042586363881;3,21939546767979
9,70085172727761;3,21308292754709
14,5512775909164;3,20677038741438
19,4017034545552;3,20045784728168
24,252129318194;3,19414530714897
29,1025551818328;3,18783276701627
33,9529810454716;3,18152022688356
38,8034069091105;3,17520768675086
43,6538327727493;3,16889514661815
48,5042586363881;3,16258260648545
53,3546845000269;3,15627006635274
58,2051103636657;3,14995752622003
63,0555362273045;3,14364498608733
67,9059620909433;3,13733244595462
72,7563879545821;3,13101990582192
77,6068138182209;3,12470736568921
82,4572396818597;3,11839482555651
87,3076655454985;3,1120822854238
92,1580914091373;3,1057697452911
97,0085172727761;3,09945720515839
101,858943136415;3,09314466502569
106,709369000054;3,08683212489298
111,559794863693;3,08051958476027
116,410220727331;3,07420704462757
121,26064659097;3,06789450449486
126,111072454609;3,06158196436216
130,961498318248;3,05526942422945
135,811924181887;3,04895688409675
140,662350045525;3,04264434396404
145,512775909164;3,03633180383134
150,363201772803;3,03001926369863
155,213627636442;3,02370672356592
160,064053500081;3,01739418343322
164,914479363719;3,01108164330051
169,764905227358;3,00476910316781
174,615331090997;2,9984565630351
179,465756954636;2,9921440229024
184,316182818275;2,98583148276969
189,166608681913;2,97951894263699
194,017034545552;2,97320640250428
198,867460409191;2,96689386237158
203,71788627283;2,96058132223887
208,568312136469;2,95426878210616
213,418738000107;2,94795624197346
218,269163863746;2,94164370184075
223,119589727385;2,93533116170805
227,970015591024;2,92901862157534
232,820441454663;2,92270608144264
237,670867318302;2,91639354130993
242,52129318194;2,91008100117723
247,371719045579;2,90376846104452
252,222144909218;2,89745592091182
257,072570772857;2,89114338077911
261,922996636496;2,8848308406464
266,773422500134;2,8785183005137
271,623848363773;2,87220576038099
276,474274227412;2,86589322024829
281,324700091051;2,85958068011558
286,17512595469;2,85326813998288
291,025551818328;2,84695559985017
295,875977681967;2,84064305971747
300,726403545606;2,83433051958476
305,576829409245;2,82801797945205
310,427255272884;2,82170543931935
315,277681136522;2,81539289918664
320,128107000161;2,80908035905394
324,9785328638;2,80276781892123
329,828958727439;2,79645527878853
334,679384591078;2,79014273865582
339,529810454716;2,78383019852312
344,380236318355;2,77751765839041
349,230662181994;2,77120511825771
354,081088045633;2,764892578125
358,931513909272;2,75858003799229
363,78193977291;2,75226749785959
368,632365636549;2,74595495772688
373,482791500188;2,73964241759418
378,333217363827;2,73332987746147
383,183643227466;2,72701733732877
388,034069091104;2,72070479719606
392,884494954743;2,71439225706336
397,734920818382;2,70807971693065
402,585346682021;2,70176717679795
407,43577254566;2,69545463666524
412,286198409299;2,68914209653253
417,136624272937;2,68282955639983
421,987050136576;2,67651701626712
426,837476000215;2,67020447613442
431,687901863854;2,66389193600171
436,538327727493;2,65757939586901
441,388753591131;2,6512668557363
446,23917945477;2,6449543156036
451,089605318409;2,63864177547089
455,940031182048;2,63232923533819
460,790457045687;2,62601669520548
465,640882909325;2,61970415507277
470,491308772964;2,61339161494007
475,341734636603;2,60707907480736
480,192160500242;2,60076653467466
485,042586363881;2,59445399454195
489,893012227519;2,58814145440925
494,743438091158;2,58182891427654
499,593863954797;2,57551637414384
504,444289818436;2,56920383401113
509,294715682075;2,56289129387842
514,145141545714;2,55657875374572
518,995567409352;2,55026621361301
523,845993272991;2,54395367348031
528,69641913663;2,5376411333476
533,546845000269;2,5313285932149
538,397270863907;2,52501605308219
543,247696727546;2,51870351294949
548,098122591185;2,51239097281678
552,948548454824;2,50607843268408
557,798974318463;2,49976589255137
562,649400182102;2,49345335241866
567,49982604574;2,48714081228596
572,350251909379;2,48082827215325
577,200677773018;2,47451573202055
582,051103636657;2,46820319188784
586,901529500296;2,46189065175514
591,751955363934;2,45557811162243
596,602381227573;2,44926557148973
601,452807091212;2,44295303135702
606,303232954851;2,43664049122432
611,15365881849;2,43032795109161
616,004084682128;2,4240154109589
620,854510545767;2,4177028708262
625,704936409406;2,41139033069349
630,555362273045;2,40507779056079
635,405788136684;2,39876525042808
640,256214000322;2,39245271029538
645,106639863961;2,38614017016267
649,9570657276;2,37982763002997
654,807491591239;2,37351508989726
659,657917454878;2,36720254976456
664,508343318516;2,36089000963185
669,358769182155;2,35457746949914
674,209195045794;2,34826492936644
679,059620909433;2,34195238923373
683,910046773072;2,33563984910103
688,76047263671;2,32932730896832
693,610898500349;2,32301476883562
698,461324363988;2,31670222870291
703,311750227627;2,31038968857021
708,162176091266;2,3040771484375
713,012601954905;2,29776460830479
717,863027818543;2,29145206817209
722,713453682182;2,28513952803938
727,563879545821;2,27882698790668
732,41430540946;2,27251444777397
737,264731273099;2,26620190764127
742,115157136737;2,25988936750856
746,965583000376;2,25357682737586
751,816008864015;2,24726428724315
756,666434727654;2,24095174711045
761,516860591293;2,23463920697774
766,367286454931;2,22832666684503
771,21771231857;2,22201412671233
776,068138182209;2,21570158657962
780,918564045848;2,20938904644692
785,768989909487;2,20307650631421
790,619415773125;2,19676396618151
795,469841636764;2,1904514260488
800,320267500403;2,1841388859161
805,170693364042;2,17782634578339
810,021119227681;2,17151380565068
814,871545091319;2,16520126551798
819,721970954958;2,15888872538527
824,572396818597;2,15257618525257
829,422822682236;2,14626364511986
834,273248545875;2,13995110498716
839,123674409513;2,13363856485445
843,974100273152;2,12732602472175
848,824526136791;2,12101348458904
853,67495200043;2,11470094445634
858,525377864069;2,10838840432363
863,375803727708;2,10207586419092
868,226229591346;2,09576332405822
873,076655454985;2,08945078392551
877,927081318624;2,08313824379281
882,777507182263;2,0768257036601
887,627933045902;2,0705131635274
892,47835890954;2,06420062339469
897,328784773179;2,05788808326199
902,179210636818;2,05157554312928
907,029636500457;2,04526300299658
911,880062364096;2,03895046286387
916,730488227734;2,03263792273116
921,580914091373;2,02632538259846
926,431339955012;2,02001284246575
931,281765818651;2,01370030233305
936,13219168229;2,00738776220034
940,982617545928;2,00107522206764
945,833043409567;1,99476268193493
950,683469273206;1,98845014180223
955,533895136845;1,98213760166952
960,384321000484;1,97582506153682
965,234746864122;1,96951252140411
970,085172727761;1,9631999812714
974,9355985914;1,9568874411387
979,786024455039;1,95057490100599
984,636450318678;1,94426236087329
989,486876182316;1,93794982074058
994,337302045955;1,93163728060788
999,187727909594;1,92532474047517
1004,03815377323;1,91901220034247
1008,88857963687;1,91269966020976
1013,73900550051;1,90638712007705
1018,58943136415;1,90007457994435
1023,43985722779;1,89376203981164
1028,29028309143;1,88744949967894
1033,14070895507;1,88113695954623
1037,9911348187;1,87482441941353
1042,84156068234;1,86851187928082
1047,69198654598;1,86219933914812
1052,54241240962;1,85588679901541
1057,39283827326;1,84957425888271
1062,2432641369;1,84326171875
1067,09369000054;1,83694917861729
1071,94411586418;1,83063663848459
1076,79454172781;1,82432409835188
1081,64496759145;1,81801155821918
1086,49539345509;1,81169901808647
1091,34581931873;1,80538647795377
1096,19624518237;1,79907393782106
1101,04667104601;1,79276139768836
1105,89709690965;1,78644885755565
1110,74752277329;1,78013631742295
1115,59794863693;1,77382377729024
1120,44837450056;1,76751123715753
1125,2988003642;1,76119869702483
1130,14922622784;1,75488615689212
1134,99965209148;1,74857361675942
1139,85007795512;1,74226107662671
1144,70050381876;1,73594853649401
1149,5509296824;1,7296359963613
1154,40135554604;1,7233234562286
1159,25178140967;1,71701091609589
1164,10220727331;1,71069837596318
1168,95263313695;1,70438583583048
1173,80305900059;1,69807329569777
1178,65348486423;1,69176075556507
1183,50391072787;1,68544821543236
1188,35433659151;1,67913567529966
1193,20476245515;1,67282313516695
1198,05518831879;1,66651059503425
1202,90561418242;1,66019805490154
1207,75604004606;1,65388551476884
1212,6064659097;1,64757297463613
1217,45689177334;1,64126043450342
1222,30731763698;1,63494789437072
1227,15774350062;1,62863535423801
1232,00816936426;1,62232281410531
1236,8585952279;1,6160102739726
1241,70902109153;1,6096977338399
1246,55944695517;1,60338519370719
1251,40987281881;1,59707265357449
1256,26029868245;1,59076011344178
1261,11072454609;1,58444757330908
1265,96115040973;1,57813503317637
1270,81157627337;1,57182249304366
1275,66200213701;1,56550995291096
1280,51242800064;1,55919741277825
1285,36285386428;1,55288487264555
1290,21327972792;1,54657233251284
1295,06370559156;1,54025979238014
1299,9141314552;1,53394725224743
1304,76455731884;1,52763471211473
1309,61498318248;1,52132217198202
1314,46540904612;1,51500963184931
1319,31583490976;1,50869709171661
1324,16626077339;1,5023845515839
1329,01668663703;1,4960720114512
1333,86711250067;1,48975947131849
1338,71753836431;1,48344693118579
1343,56796422795;1,47713439105308
1348,41839009159;1,47082185092038
1353,26881595523;1,46450931078767
1358,11924181887;1,45819677065497
1362,9696676825;1,45188423052226
1367,82009354614;1,44557169038955
1372,67051940978;1,43925915025685
1377,52094527342;1,43294661012414
1382,37137113706;1,42663406999144
1387,2217970007;1,42032152985873
1392,07222286434;1,41400898972603
1396,92264872798;1,40769644959332
1401,77307459162;1,40138390946062
1406,62350045525;1,39507136932791
1411,47392631889;1,38875882919521
1416,32435218253;1,3824462890625
1421,17477804617;1,37613374892979
1426,02520390981;1,36982120879709
1430,87562977345;1,36350866866438
1435,72605563709;1,35719612853168
1440,57648150073;1,35088358839897
1445,42690736436;1,34457104826627
1450,277333228;1,33825850813356
1455,12775909164;1,33194596800086
1459,97818495528;1,32563342786815
1464,82861081892;1,31932088773545
1469,67903668256;1,31300834760274
1474,5294625462;1,30669580747003
1479,37988840984;1,30038326733733
1484,23031427347;1,29407072720462
1489,08074013711;1,28775818707192
1493,93116600075;1,28144564693921
1498,78159186439;1,27513310680651
1503,63201772803;1,2688205666738
1508,48244359167;1,2625080265411
1513,33286945531;1,25619548640839
1518,18329531895;1,24988294627568
1523,03372118259;1,24357040614298
1527,88414704622;1,23725786601027
1532,73457290986;1,23094532587757
1537,5849987735;1,22463278574486
1542,43542463714;1,21832024561216
1547,28585050078;1,21200770547945
1552,13627636442;1,20569516534675
1556,98670222806;1,19938262521404
1561,8371280917;1,19307008508134
1566,68755395533;1,18675754494863
1571,53797981897;1,18044500481592
1576,38840568261;1,17413246468322
1581,23883154625;1,16781992455051
1586,08925740989;1,16150738441781
1590,93968327353;1,1551948442851
1595,79010913717;1,1488823041524
1600,64053500081;1,14256976401969
1605,49096086444;1,13625722388699
1610,34138672808;1,12994468375428
1615,19181259172;1,12363214362158
1620,04223845536;1,11731960348887
1624,892664319;1,11100706335616
1629,74309018264;1,10469452322346
1634,59351604628;1,09838198309075
1639,44394190992;1,09206944295805
1644,29436777356;1,08575690282534
1649,14479363719;1,07944436269264
1653,99521950083;1,07313182255993
1658,84564536447;1,06681928242723
1663,69607122811;1,06050674229452
1668,54649709175;1,05419420216181
1673,39692295539;1,04788166202911
1678,24734881903;1,0415691218964
1683,09777468267;1,0352565817637
1687,9482005463;1,02894404163099
1692,79862640994;1,02263150149829
1697,64905227358;1,01631896136558
1702,49947813722;1,01000642123288
1707,34990400086;1,00369388110017
1712,2003298645;0,997381340967466
1717,05075572814;0,99106880083476
1721,90118159178;0,984756260702055
1726,75160745542;0,978443720569349
1731,60203331905;0,972131180436644
1736,45245918269;0,965818640303938
1741,30288504633;0,959506100171233
1746,15331090997;0,953193560038527
1751,00373677361;0,946881019905822
1755,85416263725;0,940568479773116
1760,70458850089;0,934255939640411
1765,55501436453;0,927943399507705
1770,40544022816;0,921630859375
1775,2558660918;0,915318319242295
1780,10629195544;0,909005779109589
1784,95671781908;0,902693238976883
1789,80714368272;0,896380698844178
1794,65756954636;0,890068158711473
1799,50799541;0,883755618578767
1804,35842127364;0,877443078446062
1809,20884713727;0,871130538313356
1814,05927300091;0,864817998180651
1818,90969886455;0,858505458047945
1823,76012472819;0,85219291791524
1828,61055059183;0,845880377782534
1833,46097645547;0,839567837649829
1838,31140231911;0,833255297517123
1843,16182818275;0,826942757384418
1848,01225404639;0,820630217251712
1852,86267991002;0,814317677119007
1857,71310577366;0,808005136986301
1862,5635316373;0,801692596853596
1867,41395750094;0,79538005672089
1872,26438336458;0,789067516588185
1877,11480922822;0,782754976455479
1881,96523509186;0,776442436322774
1886,8156609555;0,770129896190068
1891,66608681913;0,763817356057363
1896,51651268277;0,757504815924657
1901,36693854641;0,751192275791952
1906,21736441005;0,744879735659247
1911,06779027369;0,738567195526541
1915,91821613733;0,732254655393835
1920,76864200097;0,72594211526113
1925,61906786461;0,719629575128425
1930,46949372824;0,713317034995719
1935,31991959188;0,707004494863014
1940,17034545552;0,700691954730308
1945,02077131916;0,694379414597603
1949,8711971828;0,688066874464897
1954,72162304644;0,681754334332192
1959,57204891008;0,675441794199486
1964,42247477372;0,669129254066781
1969,27290063736;0,662816713934075
1974,12332650099;0,65650417380137
1978,97375236463;0,650191633668664
