0;3,2257080078125;520,282592773438
1983,82417822827;0,643879093535959
1988,67460409191;0,637566553403253
1993,52502995555;0,631254013270548
1998,37545581919;0,624941473137842
2003,22588168283;0,618628933005137
2008,07630754647;0,612316392872431
2012,9267334101;0,606003852739726
2017,77715927374;0,59969131260702
2022,62758513738;0,593378772474315
2027,47801100102;0,587066232341609
2032,32843686466;0,580753692208904
2037,1788627283;0,574441152076199
2042,02928859194;0,568128611943493
2046,87971445558;0,561816071810787
2051,73014031922;0,555503531678082
2056,58056618285;0,549190991545376
2061,43099204649;0,542878451412671
2066,28141791013;0,536565911279966
2071,13184377377;0,53025337114726
2075,98226963741;0,523940831014555
2080,83269550105;0,517628290881849
2085,68312136469;0,511315750749144
2090,53354722833;0,505003210616438
2095,38397309196;0,498690670483733
2100,2343989556;0,492378130351027
2105,08482481924;0,486065590218322
2109,93525068288;0,479753050085616
2114,78567654652;0,473440509952911
2119,63610241016;0,467127969820205
2124,4865282738;0,4608154296875
2129,33695413744;0,454502889554794
2134,18738000107;0,448190349422089
2139,03780586471;0,441877809289384
2143,88823172835;0,435565269156678
2148,73865759199;0,429252729023972
2153,58908345563;0,422940188891267
2158,43950931927;0,416627648758561
2163,28993518291;0,410315108625856
2168,14036104655;0,404002568493151
2172,99078691019;0,397690028360445
2177,84121277382;0,39137748822774
2182,69163863746;0,385064948095034
2187,5420645011;0,378752407962328
2192,39249036474;0,372439867829623
2197,24291622838;0,366127327696918
2202,09334209202;0,359814787564212
2206,94376795566;0,353502247431507
2211,7941938193;0,347189707298801
2216,64461968293;0,340877167166096
2221,49504554657;0,33456462703339
2226,34547141021;0,328252086900685
2231,19589727385;0,321939546767979
2236,04632313749;0,315627006635274
2240,89674900113;0,309314466502568
2245,74717486477;0,303001926369863
2250,59760072841;0,296689386237157
2255,44802659204;0,290376846104452
2260,29845245568;0,284064305971746
2265,14887831932;0,277751765839041
2269,99930418296;0,271439225706336
2274,8497300466;0,26512668557363
2279,70015591024;0,258814145440924
2284,55058177388;0,252501605308219
2289,40100763752;0,246189065175513
2294,25143350116;0,239876525042808
2299,10185936479;0,233563984910103
2303,95228522843;0,227251444777397
2308,80271109207;0,220938904644692
2313,65313695571;0,214626364511986
2318,50356281935;0,20831382437928
2323,35398868299;0,202001284246575
2328,20441454663;0,19568874411387
2333,05484041027;0,189376203981164
2337,9052662739;0,183063663848459
2342,75569213754;0,176751123715753
2347,60611800118;0,170438583583048
2352,45654386482;0,164126043450342
2357,30696972846;0,157813503317637
2362,1573955921;0,151500963184931
2367,00782145574;0,145188423052226
2371,85824731938;0,13887588291952
2376,70867318302;0,132563342786815
2381,55909904665;0,126250802654109
2386,40952491029;0,119938262521404
2391,25995077393;0,113625722388698
2396,11037663757;0,107313182255993
2400,96080250121;0,101000642123288
2405,81122836485;0,0946881019905819
2410,66165422849;0,0883755618578762
2415,51208009213;0,0820630217251711
2420,36250595576;0,0757504815924654
2425,2129318194;0,0694379414597603
2430,06335768304;0,0631254013270546
2434,91378354668;0,0568128611943489
2439,76420941032;0,0505003210616438
2444,61463527396;0,0441877809289381
2449,4650611376;0,0378752407962324
2454,31548700124;0,0315627006635273
2459,16591286487;0,0252501605308216
2464,01633872851;0,0189376203981165
2468,86676459215;0,0126250802654108
2473,71719045579;0,00631254013270511
2478,56761631943;0;517,056884765625
